date,reunion,course,hippodrome,course_nom,discipline,heure,num,cheval,statut,cote_reference,cote_directe,favori,source,maj
2026-07-07,R4,C7,AIX LES BAINS,FRANKEL CALIP.,PLAT,20:48,2,SUNNY QUEEN,PARTANT,"2,8","2,2",,pmu,2026-07-07 14:27
2026-07-07,R4,C7,AIX LES BAINS,FRANKEL CALIP.,PLAT,20:48,3,SAINTE ROMY,PARTANT,7,"9,6",,pmu,2026-07-07 14:27
2026-07-07,R4,C7,AIX LES BAINS,FRANKEL CALIP.,PLAT,20:48,4,KHAROVSKAYA,PARTANT,"3,4","3,5",,pmu,2026-07-07 14:27
2026-07-07,R4,C7,AIX LES BAINS,FRANKEL CALIP.,PLAT,20:48,5,MORNING DEW,PARTANT,13,17,,pmu,2026-07-07 14:27
2026-07-07,R4,C7,AIX LES BAINS,FRANKEL CALIP.,PLAT,20:48,6,FONTANA DI TREVI,PARTANT,"6,4","7,8",,pmu,2026-07-07 14:27
2026-07-07,R4,C7,AIX LES BAINS,FRANKEL CALIP.,PLAT,20:48,7,OASIS DE BERING,PARTANT,12,12,,pmu,2026-07-07 14:27
2026-07-07,R4,C8,AIX LES BAINS,L' UCA,PLAT,21:18,1,LINDEN BLOSSOM,PARTANT,25,19,,pmu,2026-07-07 14:27
2026-07-07,R4,C8,AIX LES BAINS,L' UCA,PLAT,21:18,2,AUSTRALIPS,PARTANT,"6,5","6,8",,pmu,2026-07-07 14:27
2026-07-07,R4,C8,AIX LES BAINS,L' UCA,PLAT,21:18,3,DARING FOX,PARTANT,"8,5","9,6",,pmu,2026-07-07 14:27
2026-07-07,R4,C8,AIX LES BAINS,L' UCA,PLAT,21:18,4,SIMPLYTHEBEST,PARTANT,"6,9","8,4",,pmu,2026-07-07 14:27
2026-07-07,R4,C8,AIX LES BAINS,L' UCA,PLAT,21:18,5,GLORIO,PARTANT,12,15,,pmu,2026-07-07 14:27
2026-07-07,R4,C8,AIX LES BAINS,L' UCA,PLAT,21:18,6,NEVER LOST,PARTANT,"1,9","1,7",,pmu,2026-07-07 14:27
2026-07-07,R4,C8,AIX LES BAINS,L' UCA,PLAT,21:18,7,ANNALIGHT,PARTANT,"8,6","9,9",,pmu,2026-07-07 14:27
2026-07-07,R5,C1,CABOURG,D' AVRANCHES,MONTE,19:03,1,INTIME COTERIE,PARTANT,46,46,,pmu,2026-07-07 14:27
2026-07-07,R5,C1,CABOURG,D' AVRANCHES,MONTE,19:03,2,JUST BE GOOD,PARTANT,10,11,,pmu,2026-07-07 14:27
2026-07-07,R5,C1,CABOURG,D' AVRANCHES,MONTE,19:03,3,HARIBO DU SURF,PARTANT,79,70,,pmu,2026-07-07 14:27
2026-07-07,R5,C1,CABOURG,D' AVRANCHES,MONTE,19:03,4,JAGERSRO,PARTANT,22,24,,pmu,2026-07-07 14:27
2026-07-07,R5,C1,CABOURG,D' AVRANCHES,MONTE,19:03,5,INDIANO JIM,PARTANT,125,109,,pmu,2026-07-07 14:27
2026-07-07,R5,C1,CABOURG,D' AVRANCHES,MONTE,19:03,6,JADE VENESI,PARTANT,"7,9","7,3",,pmu,2026-07-07 14:27
2026-07-07,R5,C1,CABOURG,D' AVRANCHES,MONTE,19:03,7,ILIEN DE VRIE,PARTANT,"9,8",10,,pmu,2026-07-07 14:27
2026-07-07,R5,C1,CABOURG,D' AVRANCHES,MONTE,19:03,8,JADE DU CEDRE,PARTANT,10,11,,pmu,2026-07-07 14:27
2026-07-07,R5,C1,CABOURG,D' AVRANCHES,MONTE,19:03,9,IBILI D'OCCAGNES,PARTANT,18,19,,pmu,2026-07-07 14:27
2026-07-07,R5,C1,CABOURG,D' AVRANCHES,MONTE,19:03,10,JUST BIRD,PARTANT,"2,4","2,4",,pmu,2026-07-07 14:27
2026-07-07,R5,C1,CABOURG,D' AVRANCHES,MONTE,19:03,11,IDYLLE COPAISE,PARTANT,5,"4,9",,pmu,2026-07-07 14:27
2026-07-07,R5,C2,CABOURG,DE BREHAL,ATTELE,19:33,1,LOWE DU BOUILLON,PARTANT,138,167,,pmu,2026-07-07 14:27
2026-07-07,R5,C2,CABOURG,DE BREHAL,ATTELE,19:33,2,MAKAO DE REVE D'OR,PARTANT,18,16,,pmu,2026-07-07 14:27
2026-07-07,R5,C2,CABOURG,DE BREHAL,ATTELE,19:33,3,MULTIPASS,PARTANT,15,17,,pmu,2026-07-07 14:27
2026-07-07,R5,C2,CABOURG,DE BREHAL,ATTELE,19:33,4,LOVELY PIYA,PARTANT,14,13,,pmu,2026-07-07 14:27
2026-07-07,R5,C2,CABOURG,DE BREHAL,ATTELE,19:33,5,LASTRONAUT DANOVER,PARTANT,52,46,,pmu,2026-07-07 14:27
2026-07-07,R5,C2,CABOURG,DE BREHAL,ATTELE,19:33,6,MY LOVE DU VIVIER,PARTANT,"6,4","6,5",,pmu,2026-07-07 14:27
2026-07-07,R5,C2,CABOURG,DE BREHAL,ATTELE,19:33,7,MARQUIS DU SAPHIR,PARTANT,"3,5","3,4",,pmu,2026-07-07 14:27
2026-07-07,R5,C2,CABOURG,DE BREHAL,ATTELE,19:33,8,LE BIG JANJAN,PARTANT,33,36,,pmu,2026-07-07 14:27
2026-07-07,R5,C2,CABOURG,DE BREHAL,ATTELE,19:33,9,MISTER ROYAL,PARTANT,18,17,,pmu,2026-07-07 14:27
2026-07-07,R5,C2,CABOURG,DE BREHAL,ATTELE,19:33,10,MY DREAM,PARTANT,"4,1","4,1",,pmu,2026-07-07 14:27
2026-07-07,R5,C2,CABOURG,DE BREHAL,ATTELE,19:33,11,MAESTRO DU VOYAGE,NP,,,,pmu,2026-07-07 14:27
2026-07-07,R5,C2,CABOURG,DE BREHAL,ATTELE,19:33,12,MAZAR DE VANDEL,PARTANT,16,18,,pmu,2026-07-07 14:27
2026-07-07,R5,C2,CABOURG,DE BREHAL,ATTELE,19:33,13,MYSTIC PARKER,PARTANT,249,301,,pmu,2026-07-07 14:27
2026-07-07,R5,C2,CABOURG,DE BREHAL,ATTELE,19:33,14,MAGIC INSTINCT,PARTANT,14,14,,pmu,2026-07-07 14:27
2026-07-07,R5,C2,CABOURG,DE BREHAL,ATTELE,19:33,15,LOU PRESTANCE,PARTANT,45,45,,pmu,2026-07-07 14:27
2026-07-07,R5,C2,CABOURG,DE BREHAL,ATTELE,19:33,16,MY DREAM DU GRAIS,PARTANT,37,38,,pmu,2026-07-07 14:27
2026-07-07,R5,C3,CABOURG,STE-M-DU-MONT,ATTELE,20:03,1,LA VITA VEETA,PARTANT,38,35,,pmu,2026-07-07 14:27
2026-07-07,R5,C3,CABOURG,STE-M-DU-MONT,ATTELE,20:03,2,LAMBADA MOIRE,PARTANT,42,28,,pmu,2026-07-07 14:27
2026-07-07,R5,C3,CABOURG,STE-M-DU-MONT,ATTELE,20:03,3,LUTECE D'AVIGNERE,PARTANT,22,25,,pmu,2026-07-07 14:27
2026-07-07,R5,C3,CABOURG,STE-M-DU-MONT,ATTELE,20:03,4,LUCIOLE DES ARRIS,PARTANT,"6,8","7,8",,pmu,2026-07-07 14:27
2026-07-07,R5,C3,CABOURG,STE-M-DU-MONT,ATTELE,20:03,5,LOLA DU MESNIL,PARTANT,"5,3","5,3",,pmu,2026-07-07 14:27
2026-07-07,R5,C3,CABOURG,STE-M-DU-MONT,ATTELE,20:03,6,LADY DE MELLERAY,PARTANT,39,47,,pmu,2026-07-07 14:27
2026-07-07,R5,C3,CABOURG,STE-M-DU-MONT,ATTELE,20:03,7,LAMILA LA HURETRY,PARTANT,42,46,,pmu,2026-07-07 14:27
2026-07-07,R5,C3,CABOURG,STE-M-DU-MONT,ATTELE,20:03,8,LAURE DE LORIOL,PARTANT,30,35,,pmu,2026-07-07 14:27
2026-07-07,R5,C3,CABOURG,STE-M-DU-MONT,ATTELE,20:03,9,LUMINEUSE WELL,PARTANT,"6,4","7,4",,pmu,2026-07-07 14:27
2026-07-07,R5,C3,CABOURG,STE-M-DU-MONT,ATTELE,20:03,10,LUNIDOLE,PARTANT,"9,2","9,9",,pmu,2026-07-07 14:27
2026-07-07,R5,C3,CABOURG,STE-M-DU-MONT,ATTELE,20:03,11,LERMINE D'OLIVERIE,PARTANT,29,37,,pmu,2026-07-07 14:27
2026-07-07,R5,C3,CABOURG,STE-M-DU-MONT,ATTELE,20:03,12,LIESVILE DU VIVIER,PARTANT,11,"6,9",,pmu,2026-07-07 14:27
2026-07-07,R5,C3,CABOURG,STE-M-DU-MONT,ATTELE,20:03,13,LOLITA,PARTANT,30,35,,pmu,2026-07-07 14:27
2026-07-07,R5,C3,CABOURG,STE-M-DU-MONT,ATTELE,20:03,14,LINEA DE L'ALBA,PARTANT,13,14,,pmu,2026-07-07 14:27
2026-07-07,R5,C3,CABOURG,STE-M-DU-MONT,ATTELE,20:03,15,LISA MARIA,PARTANT,"5,9","5,7",,pmu,2026-07-07 14:27
2026-07-07,R5,C4,CABOURG,DU SAP,MONTE,20:33,1,KISS ME DE CORTEM,PARTANT,64,64,,pmu,2026-07-07 14:27
2026-07-07,R5,C4,CABOURG,DU SAP,MONTE,20:33,2,KENAVO RUSH,PARTANT,9,"9,9",,pmu,2026-07-07 14:27
2026-07-07,R5,C4,CABOURG,DU SAP,MONTE,20:33,3,KODAC DE FIERVILLE,PARTANT,12,"8,2",,pmu,2026-07-07 14:27
2026-07-07,R5,C4,CABOURG,DU SAP,MONTE,20:33,4,KORA DE BLARY,PARTANT,43,49,,pmu,2026-07-07 14:27
2026-07-07,R5,C4,CABOURG,DU SAP,MONTE,20:33,5,KALLISTO DE LASTEL,PARTANT,12,13,,pmu,2026-07-07 14:27
2026-07-07,R5,C4,CABOURG,DU SAP,MONTE,20:33,6,KAID DES CHAMPS,PARTANT,11,14,,pmu,2026-07-07 14:27
2026-07-07,R5,C4,CABOURG,DU SAP,MONTE,20:33,7,KANARDO FOR CLARA,PARTANT,"5,3","5,9",,pmu,2026-07-07 14:27
2026-07-07,R5,C4,CABOURG,DU SAP,MONTE,20:33,8,KADOR DELO,PARTANT,"5,9","6,3",,pmu,2026-07-07 14:27
2026-07-07,R5,C4,CABOURG,DU SAP,MONTE,20:33,9,KALMIA DES NOES,PARTANT,19,18,,pmu,2026-07-07 14:27
2026-07-07,R5,C4,CABOURG,DU SAP,MONTE,20:33,10,KARALY,PARTANT,12,12,,pmu,2026-07-07 14:27
2026-07-07,R5,C4,CABOURG,DU SAP,MONTE,20:33,11,KARINE DU DOLLAR,PARTANT,33,38,,pmu,2026-07-07 14:27
2026-07-07,R5,C4,CABOURG,DU SAP,MONTE,20:33,12,KIVIANA,PARTANT,28,31,,pmu,2026-07-07 14:27
2026-07-07,R5,C4,CABOURG,DU SAP,MONTE,20:33,13,KENNEDY TEXAN,PARTANT,11,"7,6",,pmu,2026-07-07 14:27
2026-07-07,R5,C4,CABOURG,DU SAP,MONTE,20:33,14,KAP NORMAND,PARTANT,30,35,,pmu,2026-07-07 14:27
2026-07-07,R5,C4,CABOURG,DU SAP,MONTE,20:33,15,KEOPS DE CASTELLE,PARTANT,10,11,,pmu,2026-07-07 14:27
2026-07-07,R5,C5,CABOURG,DE DOZULE,ATTELE,21:03,1,MARSTON VICTORY,PARTANT,15,17,,pmu,2026-07-07 14:27
2026-07-07,R5,C5,CABOURG,DE DOZULE,ATTELE,21:03,2,MYTHIQUE GEMA,PARTANT,"4,2","4,1",,pmu,2026-07-07 14:27
2026-07-07,R5,C5,CABOURG,DE DOZULE,ATTELE,21:03,3,MUGARITZ,PARTANT,6,"6,1",,pmu,2026-07-07 14:27
2026-07-07,R5,C5,CABOURG,DE DOZULE,ATTELE,21:03,4,MARQUIS D'ENFER,PARTANT,8,"8,1",,pmu,2026-07-07 14:27
2026-07-07,R5,C5,CABOURG,DE DOZULE,ATTELE,21:03,5,MAESTRO D'IDEF,PARTANT,"9,7","9,2",,pmu,2026-07-07 14:27
2026-07-07,R5,C5,CABOURG,DE DOZULE,ATTELE,21:03,6,MAESTRO BILOU,PARTANT,19,14,,pmu,2026-07-07 14:27
2026-07-07,R5,C5,CABOURG,DE DOZULE,ATTELE,21:03,7,MAESTRO ECUS,PARTANT,10,11,,pmu,2026-07-07 14:27
2026-07-07,R5,C5,CABOURG,DE DOZULE,ATTELE,21:03,8,MY MILLION ATOUT,PARTANT,17,19,,pmu,2026-07-07 14:27
2026-07-07,R5,C5,CABOURG,DE DOZULE,ATTELE,21:03,9,MYSTERE DES ARRIS,PARTANT,"8,8","8,8",,pmu,2026-07-07 14:27
2026-07-07,R5,C5,CABOURG,DE DOZULE,ATTELE,21:03,10,MAGIC GARLINOIS,PARTANT,21,20,,pmu,2026-07-07 14:27
2026-07-07,R5,C5,CABOURG,DE DOZULE,ATTELE,21:03,11,MY KLY ERA,PARTANT,43,41,,pmu,2026-07-07 14:27
2026-07-07,R5,C5,CABOURG,DE DOZULE,ATTELE,21:03,12,MYSTIC D'AVE,PARTANT,70,70,,pmu,2026-07-07 14:27
2026-07-07,R5,C5,CABOURG,DE DOZULE,ATTELE,21:03,13,MILTON DU CHATELET,PARTANT,24,28,,pmu,2026-07-07 14:27
2026-07-07,R5,C5,CABOURG,DE DOZULE,ATTELE,21:03,14,MUST PLEIN CHENE,PARTANT,34,37,,pmu,2026-07-07 14:27
2026-07-07,R5,C6,CABOURG,DE DOMFRONT,ATTELE,21:33,1,NIGHT ERCA,PARTANT,32,41,,pmu,2026-07-07 14:27
2026-07-07,R5,C6,CABOURG,DE DOMFRONT,ATTELE,21:33,2,NEMESIA,PARTANT,12,15,,pmu,2026-07-07 14:27
2026-07-07,R5,C6,CABOURG,DE DOMFRONT,ATTELE,21:33,3,NUITEE D'AMOUR,PARTANT,"6,7","7,4",,pmu,2026-07-07 14:27
2026-07-07,R5,C6,CABOURG,DE DOMFRONT,ATTELE,21:33,4,NACRE DE MOUTIERS,PARTANT,"5,2","5,4",,pmu,2026-07-07 14:27
2026-07-07,R5,C6,CABOURG,DE DOMFRONT,ATTELE,21:33,5,NOA BY STEED,PARTANT,13,14,,pmu,2026-07-07 14:27
2026-07-07,R5,C6,CABOURG,DE DOMFRONT,ATTELE,21:33,6,NOORDZEE,PARTANT,"3,3","2,7",,pmu,2026-07-07 14:27
2026-07-07,R5,C6,CABOURG,DE DOMFRONT,ATTELE,21:33,7,NOBLE AVENUE,PARTANT,15,15,,pmu,2026-07-07 14:27
2026-07-07,R5,C6,CABOURG,DE DOMFRONT,ATTELE,21:33,8,NEBELINE LEMAN,PARTANT,70,83,,pmu,2026-07-07 14:27
2026-07-07,R5,C6,CABOURG,DE DOMFRONT,ATTELE,21:33,9,NO ONE DE SOUVELLE,PARTANT,19,21,,pmu,2026-07-07 14:27
2026-07-07,R5,C6,CABOURG,DE DOMFRONT,ATTELE,21:33,10,NACOMA RUN,PARTANT,15,17,,pmu,2026-07-07 14:27
2026-07-07,R5,C6,CABOURG,DE DOMFRONT,ATTELE,21:33,11,NASHWA,NP,,,,pmu,2026-07-07 14:27
2026-07-07,R5,C6,CABOURG,DE DOMFRONT,ATTELE,21:33,12,NO LIMIT ERCA,PARTANT,23,26,,pmu,2026-07-07 14:27
2026-07-07,R5,C6,CABOURG,DE DOMFRONT,ATTELE,21:33,13,NIEBLA,PARTANT,26,31,,pmu,2026-07-07 14:27
2026-07-07,R5,C6,CABOURG,DE DOMFRONT,ATTELE,21:33,14,NORMA DE CAHOT,PARTANT,14,14,,pmu,2026-07-07 14:27
2026-07-07,R5,C7,CABOURG,EQUIDAYS,MONTE,22:03,1,MONDIAL,PARTANT,13,14,,pmu,2026-07-07 14:27
2026-07-07,R5,C7,CABOURG,EQUIDAYS,MONTE,22:03,2,MISTRAL CHATAULT,PARTANT,42,41,,pmu,2026-07-07 14:27
2026-07-07,R5,C7,CABOURG,EQUIDAYS,MONTE,22:03,3,MOJITO PLANCHETTE,PARTANT,15,16,,pmu,2026-07-07 14:27
2026-07-07,R5,C7,CABOURG,EQUIDAYS,MONTE,22:03,4,MEMPHIS DE VAL,PARTANT,"4,8","4,4",,pmu,2026-07-07 14:27
2026-07-07,R5,C7,CABOURG,EQUIDAYS,MONTE,22:03,5,MAHARADJAH ROYAL,PARTANT,17,18,,pmu,2026-07-07 14:27
2026-07-07,R5,C7,CABOURG,EQUIDAYS,MONTE,22:03,6,MOONLIGHT QUANDO,PARTANT,13,14,,pmu,2026-07-07 14:27
2026-07-07,R5,C7,CABOURG,EQUIDAYS,MONTE,22:03,7,MON TWIST,PARTANT,10,12,,pmu,2026-07-07 14:27
2026-07-07,R5,C7,CABOURG,EQUIDAYS,MONTE,22:03,8,MINIMUM,PARTANT,8,"6,4",,pmu,2026-07-07 14:27
2026-07-07,R5,C7,CABOURG,EQUIDAYS,MONTE,22:03,9,MATRIX SAUTREUIL,PARTANT,20,23,,pmu,2026-07-07 14:27
2026-07-07,R5,C7,CABOURG,EQUIDAYS,MONTE,22:03,10,MAC GYVER,PARTANT,"5,7","6,1",,pmu,2026-07-07 14:27
2026-07-07,R5,C7,CABOURG,EQUIDAYS,MONTE,22:03,11,MY SUN DRALIAM,PARTANT,"5,9","6,2",,pmu,2026-07-07 14:27
2026-07-07,R5,C7,CABOURG,EQUIDAYS,MONTE,22:03,12,MOJITO DE LA BUTTE,PARTANT,18,17,,pmu,2026-07-07 14:27
2026-07-07,R5,C8,CABOURG,CLAIREFONTAINE,ATTELE,22:30,1,JOVIAL DE VENEL,PARTANT,23,24,,pmu,2026-07-07 14:27
2026-07-07,R5,C8,CABOURG,CLAIREFONTAINE,ATTELE,22:30,2,JIVAGO TURGOT,PARTANT,43,56,,pmu,2026-07-07 14:27
2026-07-07,R5,C8,CABOURG,CLAIREFONTAINE,ATTELE,22:30,3,JUBEO VEDAQUAIS,PARTANT,10,12,,pmu,2026-07-07 14:27
2026-07-07,R5,C8,CABOURG,CLAIREFONTAINE,ATTELE,22:30,4,KIPLING IRON,PARTANT,73,94,,pmu,2026-07-07 14:27
2026-07-07,R5,C8,CABOURG,CLAIREFONTAINE,ATTELE,22:30,5,KOM KHALEESI,PARTANT,"6,3","5,2",,pmu,2026-07-07 14:27
2026-07-07,R5,C8,CABOURG,CLAIREFONTAINE,ATTELE,22:30,6,JOKER DU RANCH,PARTANT,52,63,,pmu,2026-07-07 14:27
2026-07-07,R5,C8,CABOURG,CLAIREFONTAINE,ATTELE,22:30,7,JOESTAR DES NOES,PARTANT,17,20,,pmu,2026-07-07 14:27
2026-07-07,R5,C8,CABOURG,CLAIREFONTAINE,ATTELE,22:30,8,KALYPSO DREAM,PARTANT,"7,5","7,9",,pmu,2026-07-07 14:27
2026-07-07,R5,C8,CABOURG,CLAIREFONTAINE,ATTELE,22:30,9,KAILASH ARCTIC,PARTANT,13,"8,3",,pmu,2026-07-07 14:27
2026-07-07,R5,C8,CABOURG,CLAIREFONTAINE,ATTELE,22:30,10,IROISE DES BAULTS,PARTANT,25,15,,pmu,2026-07-07 14:27
2026-07-07,R5,C8,CABOURG,CLAIREFONTAINE,ATTELE,22:30,11,JADE FOR EVER,PARTANT,43,46,,pmu,2026-07-07 14:27
2026-07-07,R5,C8,CABOURG,CLAIREFONTAINE,ATTELE,22:30,12,KATIA DE MUZE,PARTANT,"9,3",11,,pmu,2026-07-07 14:27
2026-07-07,R5,C8,CABOURG,CLAIREFONTAINE,ATTELE,22:30,13,INCOGNITO,PARTANT,12,15,,pmu,2026-07-07 14:27
2026-07-07,R5,C8,CABOURG,CLAIREFONTAINE,ATTELE,22:30,14,HARIBELLE DANOVER,PARTANT,69,68,,pmu,2026-07-07 14:27
2026-07-07,R5,C8,CABOURG,CLAIREFONTAINE,ATTELE,22:30,15,ISMIR DE L'ORMERIE,PARTANT,10,12,,pmu,2026-07-07 14:27
2026-07-07,R5,C8,CABOURG,CLAIREFONTAINE,ATTELE,22:30,16,IRON MAN,PARTANT,"5,1","5,5",,pmu,2026-07-07 14:27
